김현우,DBPIA,한국전자기술연구원(KETI)
김현정,DBPIA,중앙대학교 체육대학 스포츠과학부
김현진,NTIS,경상대학교
김현철,NTIS,남서울대학교
김현철,DBPIA,고려대학교 정보대학 컴퓨터학과
김현철,DBPIA,방위사업청 과학화체계사업팀
김형국,NTIS,광운대학교
김형기,KCI,인하대학교
김형록,DBPIA,LG전자
김형선,DBPIA,국립공주대학교 컴퓨터공학
김형섭,KCI,한밭대학교
김형순,DBPIA,부산대학교
김혜진,DBPIA,한국과학기술원 기술경영학부
김호,DBPIA,경인교육대학교 유아교육과
김호성,DBPIA,한국혁신학회
김호원,NTIS,부산대학교산학협력단
김호윤,DBPIA,한국과학기술정보연구원 가상설계센터
김홍주,NTIS,경북대학교산학협력단
김홍진,DBPIA,
김화성,DBPIA,Kwangwoon University Department of Electronics and Communications
김환국,DBPIA,상명대학교 정보보안공학과
김황남,KCI,고려대학교
김훈,NTIS,인천대학교
김훈,DBPIA,인천대학교 전자공학과
김희경,DBPIA,성균관대 사회과학부
김희석,DBPIA,고려대학교 과학기술대학 사이버보안
김희성,KCI,강원대학교
김희성,DBPIA,강원대학교 법학전문대학원
김희중,DBPIA,국방대학교 국방관리대학원 컴퓨터공학
김희철,DBPIA,중소기업융합학회
김희태,DBPIA,한국기계연구원 연구전략실
나다영,DBPIA,과학기술정책연구원
나동만,DBPIA,한국직업능력개발원
나성욱,DBPIA,한국정보화진흥원
나연묵,KCI,단국대학교
나원식,SCIENCEON,남서울대학교 컴퓨터소프트웨어학과
나원식,KCI,남서울대학교
나재훈,DBPIA,ETRI 시스템보안연구부
나중찬,DBPIA,한국전자통신연구원 정보보호연구본부
남범석,DBPIA,성균관대학교 컴퓨터공학과
남수중,KCI,공주대학교
남승현,DBPIA,동양미래대학교 Department of Management Information Systems
남지승,DBPIA,전남대학교 컴퓨터공학과
남해운,NTIS,한양대학교(ERICA캠퍼스)
낭종호,NTIS,서강대학교산학협력단
노건태,NTIS,서울사이버대학교
노광현,NTIS,한성대학교산학협력단
노녕,DBPIA,명지대학교 건축대학 건축학부
노동건,NTIS,숭실대학교
노상도,NTIS,성균관대학교 산학협력단
노서영,NTIS,충북대학교
노서영,DBPIA,한국과학기술정보연구원
노원종,NTIS,한림대학교
노재인,DBPIA,
노종선,NTIS,서울대학교 산학협력단
노종선,DBPIA,서울대학교 전기·컴퓨터공학부
노흥태,DBPIA,경운대학교 항공소프트웨어학과
노희용,DBPIA,아주대학교 산업공학과
도인실,NTIS,이화여자대학교
도인실,DBPIA,이화여자대학교 사이버보안
동준,DBPIA,중앙대학교 일반대학원 무역물류학과
라라사티 하라스타 타티마,DBPIA,부산대학교 전기전자컴퓨터공학과
류민호,DBPIA,호서대학교 기술경영전문대학원
류영렬,NTIS,서울대학교
류지민,DBPIA,한국지방세연구원
류지민,DBPIA,변호사류지민법률사무소
마상옥,DBPIA,한국조리학회
마유승,DBPIA,한국전자통신연구원
맹승렬,NTIS,한국과학기술원
맹승렬,DBPIA,
멍쉬둬,DBPIA,중국노동사회보장과학연구원 취업창업연구실
목은지,DBPIA,과학기술정책연구원(STEPI)
문상덕,DBPIA,서울시립대학교 법학연구소
문석재,DBPIA,Kwangwoon University Dept. of Culture
문수묵,NTIS,서울대학교
문수복,NTIS,한국과학기술원
문정욱,KCI,정보통신정책연구원
문정훈,DBPIA,한국과학기술정보연구원
문주형,NTIS,이화여자대학교
문창주,DBPIA,건국대학교 항공우주정보시스템공학과
문철,NTIS,한국교통대학교산학협력단
문현곤,NTIS,울산과학기술원
문현석,SCIENCEON,한국건설기술연구원; 스마트건설혁신본부 국가 BIM 연구센터
문현석,DBPIA,한국건설기술연구원 미래융합연구본부 건설자동화센터
문현준,DBPIA,세종대학교 컴퓨터공학과
문형진,SCIENCEON,성결대학교 정보통신공학과
문형진,KCI,독립연구자
문혜경,DBPIA,창원시 1 어린이급식관리지원센터 공동실험실습관
문희진,DBPIA,한국과학기술정보연구원 정책연구실
민경민,NTIS,숭실대학교 산학협력단
민경식,NTIS,국민대학교
민경식,DBPIA,Kookmin University Dept. of Electronics Engineering
민경욱,DBPIA,한국전자통신연구원 자율주행시스템연구그룹
민덕기,NTIS,건국대학교
민배현,DBPIA,이화여자대학교 기후·에너지시스템공학과
민성기,KCI,대구대학교
민성훈,DBPIA,수원대학교 건축도시부동산학부
민수영,DBPIA,전자부품연구원 임베디드SW연구센터
민윤지,DBPIA,동국대학교 경제학과
민한빛,DBPIA,산업통상자원부
민홍,DBPIA,Hoseo University 컴퓨터정보공학부
박강령,NTIS,동국대학교
박경덕,NTIS,성균관대학교(자연과학캠퍼스)
박경덕,NTIS,한국과학기술원
박광국,SCIENCEON,가톨릭대학교 행정학과
박광국,KCI,가톨릭대학교
박광근,DBPIA,한국항공우주연구원 Post KSLV-II WG
박광로,DBPIA,한국전자통신연구원
박규순,DBPIA,육군 6사단 정비대대
박금주,DBPIA,단국대학교 교수학습개발센터
박기석,DBPIA,포항공과대학교
박기웅,KCI,세종대학교
박기웅,NTIS,세종대학교
박기호,KCI,세종대학교
박기호,DBPIA,세종대학교 컴퓨터공학과
박남제,DBPIA,제주대학교 사이버보안인재교육원
박노삼,DBPIA,한국전자통신연구원
박다온,DBPIA,
박대진,SCIENCEON,School of Electronic and Electrical Engineering; Kyungpook National University
박대진,NTIS,경북대학교
박대진,DBPIA,경북대학교 전자공학부
박동수,DBPIA,국방기술품질원
박두산,NTIS,경북대학교 산학협력단
박명철,KCI,경운대학교
박명환,DBPIA,LG유플러스 FC부문
박문수,DBPIA,산업연구원
박문주,NTIS,인천대학교
박민규,DBPIA,육군사관학교 컴퓨터공학과
박민용,SCIENCEON,반석안전주식회사
박민용,KCI,반석안전주식회사
박민용,DBPIA,
박민지,DBPIA,경기연구원
박민호,NTIS,숭실대학교
박병권,DBPIA,동아대학교 산학연연구단지조성사업단
박병주,DBPIA,경남발전연구원 4차산업혁명연구팀
박상규,DBPIA,한국수력원자력 중앙연구원 설비기술연구소
박상성,DBPIA,고려대학교 기술경영전문대학원
박상수,DBPIA,이화여자대학교 컴퓨터공학과
박상오,NTIS,중앙대학교
박상오,DBPIA,중앙대학교 컴퓨터공학과
박상현,NTIS,연세대학교 산학협력단
박상현,DBPIA,과학기술연합대학원대학교
박상훈,NTIS,동국대학교
박석진,DBPIA,중국 칭화대학교 역사학
박석환,NTIS,전북대학교
박선일,NTIS,국립강원대학교 산학협력단
박성민,SCIENCEON,한국인터넷진흥원 지능형사이버방어R&D팀
박성민,NTIS,이화여자대학교산학협력단
박성민,DBPIA,한국인터넷진흥원 보안기술R&D2팀
박성수,KCI,한국철도기술연구원
박성수,DBPIA,한국철도기술연구원
박성순,KCI,안양대학교
박성순,DBPIA,안양대학교 컴퓨터공학과
박성용,DBPIA,서강대학교 컴퓨터공학과
박성용,DBPIA,한국교통연구원
박성욱,KCI,한국과학기술정보연구원
박성욱,DBPIA,한국과학기술원 정책연구실
박성현,DBPIA,서울대학교
박세준,DBPIA,서울대학교 지역시스템공학
박세혁,KCI,홍익대학교
박수창,DBPIA,충북대학교
박수현,NTIS,중앙대학교
박수희,SCIENCEON,동덕여자대학교 컴퓨터학과
박수희,KCI,동덕여자대학교
박순호,DBPIA,케이엘넷
박승균,DBPIA,루닛 산업 및 시스템 공학과
박승민,DBPIA,고려대학교 디자인조형학부
박승보,NTIS,인하대학교
박승찬,DBPIA,용인대학교 경영행정대학 중국학과
박승환,NTIS,강원대학교
박아름,DBPIA,Kyung Hee University School of Management
박연출,SCIENCEON,LG 로봇선행연구소
박연출,KCI,LG 로봇선행연구소
박영제,DBPIA,한국해양과학기술원 해양위성센터
박영택,KCI,숭실대학교
박영택,DBPIA,숭실대학교 컴퓨터공학과
박영호,NTIS,경북대학교
박영호,NTIS,숙명여자대학교 산학협력단
박용범,DBPIA,단국대학교 소프트웨어학과
박용완,NTIS,영남대학교
박우출,DBPIA,
박원형,SCIENCEON,상명대학교 정보보안공학과
박원형,SCIENCEON,상명대학교
박원형,KCI,상명대학교
박원형,DBPIA,극동대학교 사이버안보학과
박윤준,DBPIA,한국국제조세협회
박은영,SCIENCEON,Department of Biomedical Laboratory Science; Shinhan University
박은영,KCI,신한대학교
박은영,DBPIA,신한대학교 임상병리학과
박은우,SCIENCEON,서울대학교
박은우,KCI,서울대학교
박은정,NTIS,연세대학교 산학협력단
박인규,DBPIA,인하대학교 정보통신공학과
박장호,DBPIA,미국 Cosignon
박재경,DBPIA,한국폴리텍대학 서울강서캠퍼스 정보보안과
박재민,NTIS,건국대학교
박재수,DBPIA,배재대학교 벤처창업학; 국제경영학
박재현,DBPIA,인하대학교 기술팀
박재형,DBPIA,전남대학교 School of Electronics and Computer Engineering
박재화,DBPIA,경북대학교
박정호,DBPIA,
박종권,SCIENCEON,한밭대학교 모바일융합과
박종권,KCI,한밭대학교
박종만,DBPIA,한국과학기술정보연구원 고경력과학기술인
박종삼,DBPIA,남서울대학교
박종웅,NTIS,중앙대학교산학협력단
박종혁,SCIENCEON,서울과학기술대학교 컴퓨터공학과
박종환,NTIS,상명대학교산학협력단
박주연,DBPIA,덕성여자대학교
박주영,DBPIA,
박주희,DBPIA,고려대학교 법학연구원 사이버법센터
박준석,NTIS,부산대학교
